Material;Centro;Tipo de avaliação;Texto breve de material;Última modificação;Tipo de material;Grupo de mercadorias;Unid.medida básica;Grupo de compradores;Código ABC;Tipo de MRP;Classe de avaliação;Controle de preço;Preço;Moeda;Unidade preço;Criado por;Centro Origem
10002731;D050;;VACINA HEPATITE B INF;08/05/2020;ZROH;VACINAS;AM;056;C;ND;3000;V;0,00;BRL;1;C31880814803;D352
10002739;D050;;RGT TOT PROTEIN URINE/CSF 600T ROCHE;01/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;91,79;BRL;1;C31880814803;D050
10002741;D050;;RGT TRANSFERRIN 500T ROCHE;13/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;319,47;BRL;1;C31880814803;D043
10002742;D050;;ADES STERI-STRIP C/50 6X100MM 3M;15/05/2020;ZROH;MAT MED;CX;056;B;PD;3020;V;776,48;BRL;1;C31880814803;D223
10002764;D050;;FILT P/RESP TANQUE SDS/ELIX MILLIPORE;06/03/2020;ZROH;AC;UN;056;C;ZM;3020;V;2.864,67;BRL;1;C31880814803;D386
10002771;D050;;RGT NITRATO PRATA 5% 100ML;04/05/2020;ZHAL;AC;FR;056;C;ND;5000;S;29,38;BRL;1;C31880814803;D477
10002773;D050;;RGT TRIGLYCERIDES 800T ROCHE;21/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;31,42;BRL;1;C31880814803;D474
10002792;D050;;RGT LIPC COBAS C701 580T ROCHE;13/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;57,62;BRL;1;C31880814803;D386
10002806;D050;;CART PRE-TRATAM EXT ANALITICA;27/04/2020;ZROH;AC;UN;056;C;ZM;3000;V;1.250,07;BRL;1;C31880814803;X002
10002808;D050;;RGT UREAL 1900T ROCHE;21/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;54,06;BRL;1;C31880814803;D050
10002811;D050;;TB COAG 9NC CITRA SOD 3.2% 2ML GBO;20/05/2020;ZROH;MAT MED;UN;056;A;VV;3020;V;0,35;BRL;1;C31880814803;D107
10002821;D050;;MEIO CULT IAL RUGAI C/LISIN C/50 NEWPROV;20/05/2020;ZROH;AC;CX;056;C;PD;3020;V;49,50;BRL;1;C31880814803;D386
10002840;D050;;PL HINTON C/10 90MM BMX;19/05/2020;ZROH;AC;PAC;056;C;PD;3000;V;16,32;BRL;1;C31880814803;D019
10002849;D050;;VACINA HERPES ZOSTER;12/05/2020;ZROH;VACINAS;FR;056;C;ND;3000;V;0,00;BRL;1;C31880814803;D227
10002860;D050;;TB VAC HEMAT TP RX EDTA K3 2ML GBO;20/05/2020;ZROH;MAT MED;UN;056;A;VV;3020;V;0,24;BRL;1;C31880814803;D004
10002862;D050;;CTR E-CHECK4X4 4.5ML ROCHE;07/05/2020;ZROH;AC;KIT;070;B;ZM;3000;V;816,06;BRL;1;C31880814803;D355
10002868;D050;;ANTICORP CD10 PE BD;12/05/2020;ZROH;AC;FR;056;C;ND;3000;V;0,00;BRL;1;C31880814803;D491
10002881;D050;;CRONOMETRO DIG;19/05/2020;ZROH;MAT MED;UN;056;C;PD;3020;V;43,20;BRL;1;C31880814803;D181
10002897;D050;;RINGER C/LACTATO 500ML;15/05/2020;ZROH;AC;FR;056;C;ND;3020;V;7,91;BRL;1;C31880814803;D043
10002936;D050;;RGT GP TEST GRAM POSITIV VTK2 BMX;20/05/2020;ZROH;AC;KIT;056;C;PD;3000;V;138,00;BRL;1;C31880814803;D489
10002965;D050;;PRINTER PAPER R4/3 MIDI JR ROCHE;19/05/2020;ZROH;AC;UN;070;C;PD;3000;V;7,04;BRL;1;C31880814803;D003
10002971;D050;;RGT ROTA VIRUS BMX;19/05/2020;ZROH;AC;KIT;056;B;ND;3000;V;176,78;BRL;1;C31880814803;D648
10002978;D050;;ANTICORP FMC7 FITC BD;07/04/2020;ZROH;AC;FR;056;C;PD;3000;V;1.049,22;BRL;1;C31880814803;D044
10002980;D050;;RGT REFLOTRON ALP ROCHE;22/04/2020;ZROH;AC;KIT;070;C;ND;3000;V;113,00;BRL;1;C31880814803;D043
10002982;D050;;RGT REFLOTRON GGT ROCHE;01/05/2020;ZROH;AC;KIT;070;C;ZM;3000;V;0,00;BRL;1;C31880814803;D050
10002986;D050;;CTR CARDIAC D-DIMER COBAS ROCHE;20/04/2020;ZROH;AC;KIT;070;C;PD;3000;V;435,46;BRL;1;C31880814803;D407
10002990;D050;;TIRAS ACCU-CHEK INFOR II NON-EU LA ROCHE;12/05/2020;ZROH;AC;KIT;070;C;ZM;3000;V;0,00;BRL;1;C31880814803;D050
10003016;D050;;TB FOR PINCH C/2 180MM ROCHE;04/05/2020;ZROH;AC;CX;070;C;PD;3000;V;61,25;BRL;1;C31880814803;D484
10003017;D050;;RGT H917 FOSFORO C/COBAS 100T ROCHE;24/04/2020;ZROH;AC;KIT;070;C;PD;3000;V;57,50;BRL;1;C31880814803;P014
10003027;D050;;RGT NH TEST NEISS VTK2 C/20 BMX;20/05/2020;ZROH;AC;KIT;056;C;ZM;3000;V;0,00;BRL;1;C31880814803;D491
10003048;D050;;SALINA 0.45% BMX;20/05/2020;ZROH;AC;FR;056;C;PD;3000;V;48,00;BRL;1;C31880814803;D019
10003052;D050;;RGT HCG STAT ELEC 100T ROCHE;20/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;165,88;BRL;1;C31880814803;D648
10003069;D050;;CLB HCG STAT CAL SET ROCHE;20/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;91,08;BRL;1;C31880814803;D043
10003086;D050;;RGT E TEST CEFTRIAX NV BX 30T BMX;19/05/2020;ZROH;AC;KIT;056;C;ZM;3000;V;316,00;BRL;1;C31880814803;D044
10003101;D050;;SONDA CANULA ENDOTRAQ S/CUFF N5.5;03/04/2020;ZROH;RDI;UN;056;C;ZM;3020;V;2,48;BRL;1;C31880814803;D044
10003103;D050;;SONDA ENDOTRAQ CANULA S/CUFF N6;03/04/2020;ZROH;RDI;UN;056;C;ND;3020;V;0,00;BRL;1;C31880814803;D043
10003119;D050;;RGT TEST RAP P/HIV 25T BMX;21/05/2020;ZROH;AC;KIT;056;C;ND;3000;V;84,00;BRL;1;C31880814803;D013
10003134;D050;;RGT ANTI HBS ELEC 100T ROCHE;20/04/2020;ZROH;AC;KIT;070;B;ND;3000;V;94,61;BRL;1;C31880814803;D474
10003146;D050;;RGT E TEST FOSFOMIC 30T BMX;19/05/2020;ZROH;AC;KIT;056;C;PD;3000;V;306,00;BRL;1;C31880814803;D491
10003158;D050;;VACINA HEXAVALENTE DTPA POLIO HIB HEP B;08/05/2020;ZROH;VACINAS;AM;056;C;ND;3000;V;0,00;BRL;1;C31880814803;P024
10003185;D050;;COL TP BC 60ML S.PLAST (DUPL) 10013646;08/05/2020;ZROH;MAT MED;UN;056;B;ND;3020;V;0,14;BRL;1;C31880814803;D422
10003212;D050;;CLB CS MIOGLOBINA E170 ROCHE;20/04/2020;ZROH;AC;KIT;070;C;PD;3000;V;491,32;BRL;1;C31880814803;D489
10003225;D050;;CLB STAT MYOGLOBIN ARCH 100T ABBOTT;19/05/2020;ZROH;AC;KIT;056;C;PD;3000;V;364,69;BRL;1;C31880814803;D491
10003232;D050;;RGT BIL T GEN3 COBAS C111 400T ROCHE;01/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;70,03;BRL;1;C31880814803;P024
10003258;D050;;RGT BILIRRUB DIR G2 500T ROCHE;21/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;25,99;BRL;1;C31880814803;D386
10003273;D050;;CLIP MARCAD MAMARIO TIT 10G SENOMARKER;15/05/2020;ZROH;RDI;UN;056;C;PD;3020;V;280,00;BRL;1;C31880814803;D020
10003281;D050;;RGT BIL T G3 600T C701/702 ROCHE;21/05/2020;ZROH;AC;KIT;070;B;PD;3000;V;28,62;BRL;1;C31880814803;D386
10003343;D050;;RGT ANTI HCV G2 M17 200T ELEC CB ROCHE;07/05/2020;ZROH;AC;KIT;070;A;PD;3000;V;322,99;BRL;1;C31880814803;D044
10003358;D050;;SEGMENTO MICROCUBETA COBAS ROCHE;11/05/2020;ZROH;AC;UN;070;C;PD;3000;V;267,33;BRL;1;C31880814803;D051
10003362;D050;;RGT ANTIGEN EXCESS C701 ROCHE;20/04/2020;ZROH;AC;KIT;070;C;PD;3000;V;28,40;BRL;1;C31880814803;D474
10003363;D050;;RGT MAGNESIO G2 250T ROCHE;19/05/2020;ZROH;AC;KIT;070;B;PD;3000;V;107,91;BRL;1;C31880814803;D445
10003371;D050;;RGT ALBUMINA COBAS 400T ROCHE;07/05/2020;ZROH;AC;KIT;070;C;ZM;3000;V;26,99;BRL;1;C31880814803;D050
10003379;D050;;RGT CKMB COBAS 100T ROCHE;06/05/2020;ZROH;AC;KIT;070;C;ND;3000;V;0,00;BRL;1;C31880814803;D050
10003380;D050;;CTR LPA G2 ROCHE;13/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;166,32;BRL;1;C31880814803;D044
10003382;D050;;CTR CARDIAC CK-MB COBAS ROCHE;28/04/2020;ZROH;AC;KIT;070;C;ND;3000;V;322,58;BRL;1;C31880814803;D050
10003383;D050;;TB FALC PS N ESTL 12X75 5ML SPECTRUN;14/05/2020;ZROH;MAT MED;UN;056;C;PD;3020;V;0,34;BRL;1;C31880814803;D420
10003385;D050;;RGT AST/TGO COBAS 400T ROCHE;01/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;69,77;BRL;1;C31880814803;P024
10003390;D050;;RGT DETEC FLU A IDENT H1N1 10T CEPHEID;03/04/2020;ZROH;AC;KIT;056;C;PD;3000;V;1.982,01;BRL;1;C31880814803;D407
10003400;D050;;RGT UREIA COBAS 400T ROCHE;02/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;52,65;BRL;1;C31880814803;P014
10003410;D050;;ALG G9 KIT P/IMMU 16T PHADIA;16/04/2020;ZROH;AC;KIT;056;C;PD;3000;V;37,79;BRL;1;C31880814803;D489
10003421;D050;;CLB CALCITONIN CS ELEC ROCHE;07/04/2020;ZROH;AC;KIT;070;C;PD;3000;V;364,57;BRL;1;C31880814803;D050
10003426;D050;;RGT CARDIAC CK MB 10T ROCHE;15/05/2020;ZROH;AC;KIT;070;B;ND;3000;V;208,98;BRL;1;C31880814803;D117
10003428;D050;;RGT ALT COBAS 400T ROCHE;01/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;79,34;BRL;1;C31880814803;D051
10003431;D050;;RGT CMV AMPLIFICATI REAL TIME 24T ABBOTT;01/05/2020;ZROH;AC;KIT;056;B;PD;3000;V;2.694,77;BRL;1;C31880814803;D491
10003435;D050;;CTR CMV CTRL KIT ABBOTT;03/04/2020;ZROH;AC;KIT;056;C;PD;3000;V;857,53;BRL;1;C31880814803;D044
10003440;D050;;CLB CMV A/B REAL TIME C/12 0.9ML ABBOTT;03/04/2020;ZROH;AC;KIT;056;C;ZM;3000;V;964,72;BRL;1;C31880814803;D043
10003449;D050;;SOL DILUENTE NACL 9% COBAS C111 ROCHE;24/04/2020;ZROH;AC;FR;070;C;ZM;3000;V;49,00;BRL;1;C31880814803;P014
10003474;D050;;RGT GLICOSE COBAS 400T ROCHE;01/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;63,11;BRL;1;C31880814803;D050
10003502;D050;;RGT LDH COBAS 100T ROCHE;24/04/2020;ZROH;AC;KIT;070;C;PD;3000;V;75,41;BRL;1;C31880814803;P024
10003514;D050;;RGT MAGNESIO COBAS 100T ROCHE;07/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;194,89;BRL;1;C31880814803;P014
10003517;D050;;RGT SYPHILIS ELEC COBAS 100T ROCHE;23/04/2020;ZROH;AC;KIT;070;C;PD;3000;V;497,49;BRL;1;C31880814803;D050
10003520;D050;;CTR SYPHILIS ELEC 2ML ROCHE;04/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;111,26;BRL;1;C31880814803;D474
10003527;D050;;CATETER N22 INTRAV JELCO/NIPRO;19/05/2020;ZROH;RDI;UN;056;C;PD;3020;V;0,78;BRL;1;C31880814803;D031
10003533;D050;;RGT ACID ARACDON LIOFIL 2X1ML 40T NL;03/04/2020;ZROH;AC;KIT;056;C;PD;3000;V;901,78;BRL;1;C31880814803;D050
10003546;D050;;OSMOSE REV LC143 MEDICA 15 ABBOTT;07/05/2020;ZROH;AC;UN;056;C;PD;3020;V;4.753,03;BRL;1;C31880814803;D050
10003558;D050;;ULTRA MICROFILT MEDICA 15 ABBOTT;07/05/2020;ZROH;AC;UN;056;C;PD;3000;V;362,88;BRL;1;C31880814803;D013
10003564;D050;;ANTICORP CD58 FITC 2ML BD;22/04/2020;ZROH;AC;FR;056;C;ZM;3000;V;948,72;BRL;1;C31880814803;D093
10003569;D050;;PONT ID 1X1000 DIAMED;08/05/2020;ZROH;AC;PAC;056;C;ZM;3000;V;148,66;BRL;1;C31880814803;D050
10003572;D050;;ANTICORP CD23 FITC 2ML BD;13/04/2020;ZROH;AC;FR;056;C;PD;3000;V;1.138,66;BRL;1;C31880814803;D093
10003582;D050;;VACINA PNEUMOCOCICA 23 VALENTE;12/05/2020;ZROH;VACINAS;AM;056;C;ND;3000;V;0,00;BRL;1;C31880814803;D278
10003584;D050;;RGT ALP IFCC HICO COBAS 200T ROCHE;02/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;72,02;BRL;1;C31880814803;P014
10003590;D050;;CTR TOTAL 5X250UL ALERE;03/04/2020;ZROH;AC;KIT;056;C;PD;3000;V;225,00;BRL;1;C31880814803;D050
10003591;D050;;ANTICORP CD41A PE 100T COULTER;03/04/2020;ZROH;AC;FR;056;C;ZM;3000;V;784,00;BRL;1;C31880814803;D492
10003593;D050;;CTR TOTAL NV2 5X250UL ALERE;03/04/2020;ZROH;AC;KIT;056;C;PD;3000;V;225,00;BRL;1;C31880814803;D050
10003645;D050;;ANTICORP CD22 PE 200T 2ML COULTER;13/04/2020;ZROH;AC;FR;056;C;PD;3000;V;810,00;BRL;1;C31880814803;D043
10003650;D050;;ANTICORP CD79B PE 200T 2ML COULTER;13/04/2020;ZROH;AC;FR;056;C;PD;3000;V;1.122,00;BRL;1;C31880814803;D043
10003651;D050;;CLORID IVABRADINA 7.5MG (DUPL) 10013647;03/04/2020;ZROH;AC;AM;056;C;ND;3020;V;4,31;BRL;1;C31880814803;D106
10003655;D050;;ANTICORP CD8 PE 100T COULTER;03/04/2020;ZROH;AC;FR;056;C;PD;3000;V;612,00;BRL;1;C31880814803;D492
10003665;D050;;ANTICORP CD11C R PE 100T 1ML IQP;03/04/2020;ZROH;AC;FR;056;C;ND;3000;V;1.320,00;BRL;1;C31880814803;D043
10003679;D050;;ANTICORP ID DILUENTE 2 DIAMED;04/05/2020;ZROH;AC;KIT;056;B;PD;3000;V;130,28;BRL;1;C31880814803;D416
10003680;D050;;RGT CK NAC C/COBAS 200T ROCHE;01/05/2020;ZROH;AC;KIT;070;C;ZM;3000;V;0,00;BRL;1;C31880814803;D051
10003683;D050;;RGT TIGECICLINA 256 C/100 BMX;20/05/2020;ZROH;AC;KIT;056;C;ZM;3000;V;672,21;BRL;1;C31880814803;D491
10003686;D050;;RGT CK NAC CP 125T HORIBA;12/05/2020;ZROH;AC;KIT;056;C;ZM;3000;V;54,85;BRL;1;C31880814803;D084
10003688;D050;;CALDO BILL BGBL 5% 16X150 10ML P. LABOR;14/05/2020;ZROH;AC;TU;056;C;ND;3020;V;0,00;BRL;1;C31880814803;D050
10003697;D050;;ANTICORP CD19 APC EXBIO;13/04/2020;ZROH;AC;FR;056;C;PD;3000;V;1.217,95;BRL;1;C31880814803;D043
10003708;D050;;CLB CS TESTOST G2.1 ELEC C/4 1ML ROCHE;20/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;111,58;BRL;1;C31880814803;D050
10003726;D050;;TAQ FAST UNIV PCR MM S/UNG C/10 APPLIED;04/05/2020;ZROH;BIOMOL;KIT;056;B;ZM;3000;V;492,31;BRL;1;C31880814803;D043
10003732;D050;;RGT ANTI TG 100T ELEC ROCHE;13/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;61,64;BRL;1;C31880814803;D386
10003749;D050;;ANTICORP CD16 PC5 COULTER;13/04/2020;ZROH;AC;FR;056;C;PD;3000;V;910,00;BRL;1;C31880814803;D093
10003765;D050;;ANTICORP CD1A PE 100T COULTER;03/04/2020;ZROH;AC;FR;056;C;ZM;3000;V;684,00;BRL;1;C31880814803;D492
10003786;D050;;TB EPENDOR HEMAT 1.5ML SARSTEDT;09/03/2020;ZROH;MAT MED;UN;056;C;ZM;3020;V;0,55;BRL;1;C31880814803;D445
10003808;D050;;PROB COBAS C111 ROCHE;20/04/2020;ZROH;AC;UN;070;C;ZM;3000;V;686,93;BRL;1;C31880814803;P014
10003811;D050;;CATETER INTRAV INSYTE 1.16 20G SMITH;12/05/2020;ZROH;MAT MED;UN;056;C;ZM;3020;V;0,82;BRL;1;C31880814803;D100
10003841;D050;;RGT QUICKVUE RSV TEST BMX;19/05/2020;ZROH;AC;KIT;056;C;ZM;3000;V;0,00;BRL;1;C31880814803;D423
10003886;D050;;ANTITRIPSINA II A1 INTEGRA 100T ROCHE;07/05/2020;ZROH;AC;KIT;070;C;ZM;3000;V;0,00;BRL;1;C31880814803;D474
10003897;D050;;CATETER INTRAV INSYTE 0.75 24G SMITH;12/05/2020;ZROH;MAT MED;UN;056;C;ZM;3020;V;0,82;BRL;1;C31880814803;D092
10003899;D050;;FRUTOSAM FRA INTEGRA 50T ROCHE;20/04/2020;ZROH;AC;KIT;070;C;ND;3000;V;0,00;BRL;1;C31880814803;D050
10003904;D050;;RGT CERULOPLASMINA INT ROCHE;13/05/2020;ZROH;AC;UN;070;C;ND;3000;V;0,00;BRL;1;C31880814803;D050
10003943;D050;;RGT TIRA U11 PLUS ANA-9909-4 150T ALERE;17/04/2020;ZROH;AC;KIT;056;B;PD;3000;V;75,00;BRL;1;C31880814803;D050
10003950;D050;;ANTICORP CD105 PE 100T XBIO;03/04/2020;ZROH;AC;FR;056;C;ZM;3000;V;951,00;BRL;1;C31880814803;D093
10003957;D050;;ANTICORP CD42B PE 100T COULTER;03/04/2020;ZROH;AC;KIT;056;C;ZM;3000;V;806,74;BRL;1;C31880814803;D492
10004043;D050;;RGT AMILASE-T 200T COBAS C111 ROCHE;02/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;90,61;BRL;1;C31880814803;D051
10004065;D050;;RGT GGT IFCC COBAS C111 200T ROCHE;02/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;71,74;BRL;1;C31880814803;P024
10004075;D050;;RGT CRP LX WR COBAS C111 200T ROCHE;01/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;278,45;BRL;1;C31880814803;P014
10004081;D050;;RGT AST N238 TSA GRAM NEG URI BMX;20/05/2020;ZROH;AC;KIT;056;C;PD;3000;V;156,00;BRL;1;C31880814803;D019
10004087;D050;;AP PRES C/VEL MD30 MEDICATE;15/05/2020;ZROH;AC;UN;056;C;VV;3020;V;145,00;BRL;1;C31880814803;D274
10004089;D050;;ANTICORP CD117 PC5 100T COULTER;13/04/2020;ZROH;AC;FR;056;C;PD;3000;V;810,00;BRL;1;C31880814803;D043
10004090;D050;;SOL IDENTISER DIANA PAINEL IRREG GRIFOLS;03/04/2020;ZROH;AC;FR;056;C;ZM;3000;V;380,00;BRL;1;C31880814803;D043
10004092;D050;;RGT CREATINA JAFFE COBAS C111 400T ROCHE;07/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;64,18;BRL;1;C31880814803;D033
10004109;D050;;SOL DESPROTEIN COBAS C111 6X21ML ROCHE;24/04/2020;ZROH;AC;KIT;070;C;PD;3000;V;19,01;BRL;1;C31880814803;D033
10004122;D050;;ANTICORP CD7 FITC 100T COULTER;13/04/2020;ZROH;AC;FR;056;C;PD;3000;V;784,00;BRL;1;C31880814803;D043
10004134;D050;;SOL ATIVAD COBAS C111 9X13ML ROCHE;20/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;183,89;BRL;1;C31880814803;P024
10004140;D050;;ANTICORP CD43 FITC COULTER;03/04/2020;ZROH;AC;FR;056;C;PD;3000;V;1.159,68;BRL;1;C31880814803;D043
10004142;D050;;ANTICORP MPO FITC 100T COULTER;13/04/2020;ZROH;AC;FR;056;C;PD;3000;V;810,00;BRL;1;C31880814803;D043
10004156;D050;;CLB CMV M ARCH ABBOTT;20/05/2020;ZROH;AC;KIT;056;C;PD;3000;V;212,63;BRL;1;C31880814803;X037
10004159;D050;;CTR CMV M ARCH ABBOTT;13/04/2020;ZROH;AC;KIT;056;C;PD;3000;V;208,37;BRL;1;C31880814803;X037
10004162;D050;;RGT INSULINA ELEC 100T ROCHE;20/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;47,97;BRL;1;C31880814803;D050
10004165;D050;;CHAMINES 2X48PC ROCHE;05/05/2020;ZROH;AC;KIT;070;C;ZM;3000;V;357,19;BRL;1;C31880814803;D051
10004166;D050;;ANTICORP CD19 PE 100T COULTER;04/05/2020;ZROH;AC;FR;056;C;PD;3000;V;702,00;BRL;1;C31880814803;D492
10004178;D050;;AP PRES DIASYST BOTAO CARDIOEQUIPO;12/05/2020;ZROH;RDI;UN;056;C;ND;3020;V;185,00;BRL;1;C31880814803;D043
10004181;D050;;DENSICHECK PLUS STANDS BMX;20/05/2020;ZROH;AC;KIT;056;C;ZM;3000;V;400,00;BRL;1;C31880814803;D648
10004183;D050;;ANTICORP CD200 PE BD;03/04/2020;ZROH;AC;FR;056;C;PD;3000;V;1.067,31;BRL;1;C31880814803;D093
10004197;D050;;ANTICORP CD45 FITC XBIO;03/04/2020;ZROH;AC;FR;056;C;PD;3000;V;930,46;BRL;1;C31880814803;D093
10004230;D050;;RGT ADP CHRONOLOG;20/05/2020;ZROH;AC;FR;056;C;ZM;3000;V;730,00;BRL;1;C31880814803;D362
10004236;D050;;ANTICORP CD38 PERCP 1ML DBR;13/04/2020;ZROH;AC;FR;056;C;PD;3000;V;1.217,95;BRL;1;C31880814803;D492
10004274;D050;;CLB HBSAG II ARCH C/2 4ML ABBOTT;13/04/2020;ZROH;AC;KIT;056;C;PD;3000;V;225,81;BRL;1;C31880814803;X037
10004276;D050;;RGT COLAG CHRONOLOG;04/05/2020;ZROH;AC;FR;056;C;ZM;3000;V;3.354,67;BRL;1;C31880814803;D489
10004292;D050;;BOB RETAL MEDRAD COI ENDORETAL MEDRAD;03/04/2020;ZROH;RDI;UN;056;C;ZM;3020;V;715,65;BRL;1;C31880814803;D290
10004294;D050;;RGT ASLO ANTIESTREPTO COBAS C 150T ROCHE;13/05/2020;ZROH;AC;KIT;070;C;ZM;3000;V;0,00;BRL;1;C31880814803;D386
10004297;D050;;RGT VALPROIC COBAS 100T ROCHE;01/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;248,34;BRL;1;C31880814803;D050
10004299;D050;;RGT CELL SET C702 ROCHE;19/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;6.495,29;BRL;1;C31880814803;D474
10004302;D050;;RGT APOAT INTEGRA 100T ROCHE;20/04/2020;ZROH;AC;KIT;070;C;ZM;3000;V;164,32;BRL;1;C31880814803;D050
10004303;D050;;RGT RISTOCETINA 100T CHRONOLOG;20/05/2020;ZROH;AC;FR;056;C;ZM;3000;V;3.440,00;BRL;1;C31880814803;D044
10004305;D050;;RGT APOBT INTEGRA 100T ROCHE;20/04/2020;ZROH;AC;KIT;070;C;ZM;3000;V;147,25;BRL;1;C31880814803;D050
10004309;D050;;RGT B2 MICROGLOBUL TINA QUANT 120T ROCHE;20/04/2020;ZROH;AC;KIT;070;C;ZM;3000;V;0,00;BRL;1;C31880814803;D386
10004313;D050;;RGT CALCITONIN ELEC 100T ROCHE;01/05/2020;ZROH;AC;KIT;070;B;PD;3000;V;461,48;BRL;1;C31880814803;D386
10004314;D050;;VACINA HPV BIVALENTE GSK;12/05/2020;ZROH;VACINAS;AM;056;C;ND;3000;V;0,00;BRL;1;C31880814803;P024
10004326;D050;;RGT C3C INTEGRA 100T ROCHE;20/04/2020;ZROH;AC;KIT;070;C;ZM;3000;V;0,00;BRL;1;C31880814803;D050
10004335;D050;;RGT C4 INTEGRA 100T ROCHE;20/04/2020;ZROH;AC;KIT;070;C;ZM;3000;V;0,00;BRL;1;C31880814803;D050
10004339;D050;;RGT HGH ELEC 100T ROCHE;01/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;413,04;BRL;1;C31880814803;D474
10004353;D050;;RGT PHENYTOIN 100T ROCHE;20/04/2020;ZROH;AC;KIT;070;C;PD;3000;V;124,59;BRL;1;C31880814803;D386
10004366;D050;;RGT IGA GEN2 150T ROCHE;07/05/2020;ZROH;AC;KIT;070;C;ND;3000;V;0,00;BRL;1;C31880814803;D050
10004373;D050;;CTR PRECICONTROL MULTI MAKER ROCHE;30/04/2020;ZROH;AC;KIT;070;C;PD;3000;V;119,07;BRL;1;C31880814803;D491
10004375;D050;;RGT IGG GEN2 150T ROCHE;13/05/2020;ZROH;AC;FR;070;C;ND;3000;V;0,00;BRL;1;C31880814803;D050
10004377;D050;;ANTICORP CD5 PE BD;03/04/2020;ZROH;AC;FR;056;C;PD;3000;V;783,90;BRL;1;C31880814803;D043
10004387;D050;;RGT ALB T TQ G2 100T ROCHE;20/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;80,00;BRL;1;C31880814803;D386
10004395;D050;;CTR PC CLINCHEM MULTI 2 ROCHE;20/05/2020;ZROH;AC;FR;070;C;PD;3000;V;475,77;BRL;1;C31880814803;D491
10004417;D050;;CTR CTR LIQUICHEK IMMUNOASY PLUS;20/05/2020;ZROH;AC;KIT;056;C;ZM;3000;V;0,00;BRL;1;C31880814803;D490
10004428;D050;;ANTICORP CD CHEX PLUS NV BX C/2;03/04/2020;ZROH;AC;FR;056;C;PD;3000;V;1.992,00;BRL;1;C31880814803;D093
10004429;D050;;CLB ANTI HBC II 8L44-01 ARCH 4ML ABBOTT;13/04/2020;ZROH;AC;KIT;056;C;PD;3000;V;162,00;BRL;1;C31880814803;X002
10004433;D050;;MEIO CULT CALDO TODD HEWITT GBS NEWPROV;20/05/2020;ZROH;AC;UN;056;B;ZM;3020;V;3,08;BRL;1;C31880814803;D050
10004458;D050;;ANTICORP CD CHE PLU NV NORM C/2;03/04/2020;ZROH;AC;FR;056;C;PD;3000;V;1.992,00;BRL;1;C31880814803;D093
10004459;D050;;RGT HBSAG QUALITAT II ARCH 100T ABBOTT;13/04/2020;ZROH;AC;KIT;056;C;PD;3000;V;95,26;BRL;1;C31880814803;D044
10004480;D050;;RGT COAGUCHEK XS C/2 24T ROCHE;12/05/2020;ZROH;AC;KIT;070;C;ZM;3000;V;494,87;BRL;1;C31880814803;D043
10004488;D050;;LAMP HALOG ASSY 20W 12V ROCHE;20/04/2020;ZROH;AC;UN;070;C;ZM;3020;V;190,48;BRL;1;C31880814803;P024
10004506;D050;;PONT PIP ACG C/100 10A100 CHRONOLOG;24/02/2020;ZROH;AC;PAC;056;C;ZM;3020;V;485,10;BRL;1;C31880814803;D386
10004535;D050;;ANTICORP CD25 PE CLONE MA251 PMG 100T BD;19/05/2020;ZROH;AC;FR;056;C;ZM;3000;V;1.142,69;BRL;1;C31880814803;D492
10004541;D050;;ANTICORP CD56 PE FR 100T 2ML BD;13/04/2020;ZROH;AC;FR;056;C;PD;3000;V;1.905,32;BRL;1;C31880814803;D043
10004554;D050;;ANTICORP CD26 PE FR 100T 2ML BD;03/04/2020;ZROH;AC;FR;056;C;ZM;3000;V;1.251,23;BRL;1;C31880814803;D492
10004623;D050;;RGT MAGNESIUM 200T ROCHE;13/05/2020;ZROH;AC;KIT;070;C;PD;3000;V;13,28;BRL;1;C31880814803;D050
